appeal_text,language,campaign_type,overall_quality_score,quality_label,data_origin,source
"Hello my name is Shantel I am a Single Mother of 5 and a grandmother as well. As some ppl may know Friday I had to rush my middle child to the er about 12 in the afternoon due to breathing problems about 3pm she was admitted to the hospital due to surrounding hospital on a block and not accepting any outside patients, the hospital that took her was OSF in Peoria which is 2hrs away from where we currently stay. When we arrived they did X-rays and ct scan she was diagnosed with pneumonia and the rhino virus with was rapidly messing with her oxygen and her right lung was almost collapsed. Due to all the medication and the high oxygen she was on which went from 2liters to 40 we had to come down to the Picu where she needed continuous care and to be watched. The dr informed me that they are using a lot of meds and high dosages of steroids her lungs was spasms and not contracting that she need to be incubated which mean she had to go on a ventilator because she was declining quick. I was so scared because they was telling if all fails what is going to happen. With my family and friends support and my faith in  the man above I didn’t give up and became strong. Her tube is out and her and the sedation is low. She is becoming very anxious and is scared since she is aware of things now. She is currently on continuous albuterol and steroids which is help her breathe but she is improving slowly, she also has this treatment we’re they put a vest on her chest for 20min and it shakes it’s suppose to help open her airways. Last week was my first week on my new job as a PCT and NorthWestern/Kish hospital. I will not be able to return for another week or she depending on the status of my daughter’s condition. I do have other children home and my older kids and family are helping. I am just asking for help to my younger son is turning 6 on the 27th and my other son bday on Halloween. I also have rent and bills which nothing is included so gas, lights water Wi-Fi and laundry. Also some things for the house as for as tissues soap washing powder etc. Ppl who knows me knows how hard I work and I am barely ask for help unless it’s really needed. Plz whatever you can help with I truly appreciate it.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
Hello my Name is Myriah I'm starting a fundraiser to help pay our bills at home due to my son being in the PICU. We will be missing more work days and not sure how long we will be here but have already fallen behind on our bills. Last week I also missed days due to getting my tibes tied so its two weeks already with no paycheck... We're hoping for him to get out of the hospital completely this weekend but there are no guarantees. ANY help would be a huge impact for us right now. Thank you guys so much.,English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
Hey guys I’m not too thrilled to have to do this and if I could get approved for a loan I would. I’ve been quietly trying to deal with this myself but I fell on some hard times in the past year and I’m tryna play catch up on bills and payments. This really isn’t easy for me to share or ask for but I truly do need help cause I don’t want to lose more than I already have. I’m trying to get caught up again and get back to normal. Anything at all would be helpful and I appreciate any kind of support.,English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Asalam Alikum,
I have a friend that is really shy to ask for help but he is in dire need. 
He is getting paid from his client between the 7th and 11th but his phone will get shut off tonight if he doesn't pay it.
I am asking if you have anything to spare for him and may Allah grant you the highest level of Jannah",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi there, I'm Rebecca Ragan! I'm 19 years old and live with my mom and my twin brother in an income-based apartment in Maryland. We also have 5 cats and a rabbit. My brother and I are also uninsured, as we're still awaiting approval under our mom's health insurance.
Lately, we've been struggling a lot, with rent being late almost always and us living paycheck to paycheck. I make only $400 USD a month with weekly wages, and Mom makes about $1,300 USD. My brother is unemployed but seeking a job. On top of my job, I go to the local community college part-time (soon to be full-time) and I don't know how to drive, but I'm trying to get my license so that maybe I can pick up a second job to help out more. Right now, my work is very slow because we're in that period between summer and the major winter holidays, so I've only been getting 8-16 hours a week in terms of shifts, this means my usual paychecks are around 90-100 dollars each week, and important expenses like groceries, utilities, and pet care usually take it all up.
Our rent is income-based, so that means what we owe each month is based on the total yearly income of our household. Rent is $1,272 USD and is due by the first of each month, and this time ours was almost late by 6 days. If we fail to pay the rent by the 11th, a court filing is sent to start the eviction process. Luckily, this time a friend of mine was able to help us out by sending us money to pay our rent. My brother and I are expecting Child Tax Credit stimulus checks sometime this month, but most of it is going to rent too.
I'm setting up this GoFundMe to ask for help in paying for our extra expenses and maybe helping us contribute to next month's rent. That way, we can use our stimulus checks to cover less important things like taking our cats to the vet, paying utilities, and covering grocery costs. We ask that you only contribute what you can spare WITHOUT putting yourself out. We understand more than anyone else what it's like to want to give to a cause, but not having enough to do so and still remain financially secure.
It's extremely hard for me to post this, as my family and I hate asking for help during a time when there might not be extra funds to spare. But I promise you anything you can give will go toward keeping a roof over our heads, the lights on, and food in our bellies. Thank you for taking the time to read this!",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
Hi my name is Kylie. The reason I’m making this is to try to help with financial struggles. My sister was recently in the hospital which put my mom out of work and I am hoping to be able to raise enough money to help. Any and all donations will go towards helping with any financial stuff. Any donations is appreciated even if it’s just a little bit.,English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello everyone. I’m making this rent fund to help me out while I’m applying for disability. I legally cannot hold a job during this time and I need help paying for rent. Any amount will help, even if you can only donate a dollar. Please help me out as I am in desperate need of it.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello everyone, 
A little over a week ago my friends 7 week old baby, JJ was admitted into the hospital where he was diagnosed with bronchulitis. At first his rsv, phnemonia and rhino virus test were all negative and they thought we were only dealing with one sickness, but that was not the case at all. Just a few day after getting all those negative test JJ began to experience high fever, shallower breathing, faster respiratory rates and lower oxygen levels. He 
seemed to of been doing better for a total of maybe 10 hours before he regressed  and required 17 liters of oxygen and not just 10 liters. We had noticed at this time that jj stomach had seemed swollen, the hospital staff initially said it was air and so because jj was on a feeding tube they thought that the air would just back out of the feeding tube. A few days went by and jj just wasn't getting better and his stomach was getting more 
swollen, they did an ultrasound and found that jj's liver is 4xs the normal size it should be. They then transferred jj by ambulance to a different hospital and once we got there, that hospital realized that they were not equipped to deal with JJs liver and they airlifted him to a hospital that could.  Since being at the new hospital they had to do a blood transfusion on JJ because his platelets and his hemoglobins levels were extremely low. His platelets levels were 8 when they should be somewhere near 150 and his hemoglobin levels were close to 7 when they should be closer to 12. They have done a bunch more blood test, ultrasounds and x-rays to try and find out why jj's liver is so enlarged and they finally found that he has acute 
liver failure. Now they just need to find out what's causing it! We would be using any donations for food, transportation as his parents car is down at the moment and they live 2 hours from home,  bills as they are missing work because baby jj or little man is more important. If you can help them in anyway it would be appreciated 
very much if not that's totally understandable! Please share and if you pray please send baby jj as many prayers as he can get because he surely 
needs them. Thank you everyone",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello,
My name is Jeremy, and I am asking for your help to pay my rent over the coming months. 
Starting in early 2020, I got a pinch in my lower back that became so bad that I couldn't walk or stand upright. I was diagnosed with Degenerative Disc Disease at that time and have been dealing with pain and stiffness in my back ever since. It gets so bad from a seated position, like trying to drive further than an hour away, that I have radiating pain into my hips and down into my thighs to the point where I lose feeling. 
Along with that pain, I also deal with Generalized Anxiety and Major Depressive Disorder. Due to those mental issues, I lost my job in 2021 after having to either call in or leave early due to panic attacks and massive anxiety spikes. Those events would trigger my depression as I would want to work and be there to do the job but the anxiety kept me away. It turned into a vicious cycle.
After losing that job, I finally turned to a local attorney to file for SS Disability Insurance coverage. That filing took a year to get reviewed finally and was denied at the end of Sept 2022. We are in the process of appealing that decision and hopefully that will turn around.
Unfortunately, the process has been a long and drawn out affair and I have used up all my available assistance in regards to paying my rent to keep my apartment. My parents are both on limited income and most of my family or friends are not able to help as much as they would want to. I am lucky that I can get food stamps and the state medical coverage, but I do not have any current way to pay my rent. 
Since I am trying to get approval for the SS Disability Insurance coverage, I'm in limbo regarding finding a job to work as that would hinder that review process.
So, I'm turning to the community at large and asking for your help. Please, if you are able, my rent is $800 a month and I want to make it through the next few months at least as it will soon be winter here in Wisconsin and I have nowhere to go if I lose this apartment.
Thank you.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi friends, family, and strangers alike, my name is Aliisha Wheat I am the wife of Nathan Wheat. We have two beautifully wonderful and crazy children Oliver and Layton. This is not something we would normally do and honestly I feel like it’s not very becoming of us, but we are horribly in a bind right now. Granted we are not struggling like some other families are who may have debilitating diseases, terminal illnesses, loss of job, stuff like that, but we are just really struggling and have been trying our hardest to make ends meet the best possible. 
We have had to borrow decent amounts of money from Nate‘s parents to which we really hate doing because if anybody knows both of us are very stubborn and do not like asking for help. We have recently filed bankruptcy and are achieving our discharge next Monday. Until then we are pretty much limited to our choices in order to fund ourselves. As you know or if you don’t know, when you are in the middle of a bankruptcy and have not gotten a discharge yet you cannot get any new loans new credit no nothing. Granted that’s the last thing we want to do considering we just filed bankruptcy but at this point I feel like I don’t know what else to do. I am currently working two jobs unfortunately they are not full-time jobs because I go to school full-time and I’m trying to fit it all into the same schedule which has not been working very well. My husband is working full-time and makes pretty good money but it’s just not been enough lately with the rise of costs and everything and just trying to pay our bills and make ends meet. I realize that there are thousands of people out there who are in the same predicament we are and I also realize that most people can’t afford to donate to this kind of cause and I’m not even upset about it I’ve just honestly I’m kind of putting this out there and hoping maybe something good will happen. I set the limit low to $2000 because I’m not asking for a lot I’m just asking for enough to try to get caught up and make sure the bills are either paid off or paid up for the month. We have a couple bills that really honestly need to be paid off but we just don’t have the money to do it.
lastly, please no hate. I realize there are a lot of people out there who work their asses off to get where they are and when people like us I guess ask for help they think that we are just moochers living off the state or what have you. We do not qualify for any kind of government or state aid whatsoever. And to be completely honest even if we did we probably wouldn’t even apply for it because then I would feel like I was one of those people living off the state. So if you find this offensive or like I am just trying to find a handout OK that’s fine that’s your opinion, but please just keep your opinion and all your hate to yourself because honestly we are just trying to survive and keep our children from knowing how bad it really is.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi, we are raising money for a mom we are calling Radiant. We know that is how the Lord sees her. Through the Embrace Grace Support Group at Rockpointe we have had the privilege of walking with this brave mom through her pregnancy. She has been working hard to save money to get an apartment to get out of her current living situation. Unfortunately, her car broke down, which has depleted the funds she was planning on utilizing for an apartment. She is just three weeks away from giving birth and her current housing is no longer safe or suitable. We believe we have found a temporary living situation for her, but it is not a long-term solution. We would like to help raise the money to get Radiant into an apartment before the baby comes. While we know you don't know Radiant or her specific story, we know that you know how much the Lord does, and we are asking for you to prayerfully consider giving towards this cause.
Thank you.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello, it's me this time, asking for help.
I am so grateful for the support you've given this first time around but... I'm here again.
This has always been one of the hardest things for me to do, which is asking for help. I've been unable to go back to work and as soon as it's safe enough for me to do so, I'll be there.  I'm not sure when or if that's going to happen.
For some reason I haven't been approved for disability insurance yet.  Which is a little head scratching because having an Lvad (Left Ventricle Assisted Device) is one of the conditions that should be fast tracked, but here I'm STILL waiting to hear back.
It's been 6 months of great healing. A few ups and downs, hospital stay here, hospital stay there and so far I'm still here, still positive, still healing and getting stronger.
This is the hardest thing I've ever experienced and I know I'm still just getting started.
I'm hearing positive things from my Lvad (Left Ventricle Assisted Devices) team. Strong candidate for the heart transplant but, it still feels a little up in air.
So here I am, again,  having to ask for help
I hear from friends, family and some strangers saying that they would like to help. So if you can and feel able, 
I am asking for your support.
Without working I feel more like an anchor then the captain of our little tiny ship.
I'm crossing my fingers that disability will come thru but I'm broke today and that adds  stress which adds to negative set backs.
I know this is a big ask the second time around
But here I am.
Thank you for every bit of financial, physical and emotional support you can give or have given.
Thank you so much
Nate",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi my name is Lorraine,  I recently had a  hemorrhagic stroke where I have lost strength in my right side of my body.   
My husband has taken an FMLA that is unpaid due to the fact he isn't the one that is ill. 
My team of  Doctor's have no idea when I  am able to go back to work.  It could be   a month or longer.  Depending on my progress with rehabilitation.  And what the next CT scan shows.  
I realize times are hard for everyone, especially this time of year.  Absolutely anything you could help us would be greatly appreciated.
I'm just asking for enough to  pay for rent, utilities, food and medications, and gas to get me back and forth to all my appointments. 
I start my occupational and physical therapy this Monday,  October 31st, and speech therapy on Wednesday November 2nd. 
I use a cane and walker to try and build up the muscles in my right leg.
I am usually the one that helps others and not ask for help at all.  
Thank you in advance for whatever you can give.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello my friends! We are in dire straits and facing eviction! We have been falling further and further behind thanks to inflation and necessary missed days from work that were unpaid. But the good news is that I'm interviewing for permanent jobs that I'll be able to work from home! Please help us keep that home, so I can get one of those jobs!
Thank you so much!",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi, my name is Chava and I’m starting this go fund me page for my brother who is in critical condition in the hospital. He recently suffered from aortic rupture and has been on life for the last 3 weeks.
Thank g-d he has 8 children and can use any financial assistance at this time or until he wakes up.
every little counts and if you have questions you can contact me",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi everyone, I have known my friend D'Ante since High School and without a shred of a doubt, he was one of the nicest human beings I've ever met. Always had good vibes wanting to talk to others, never swore or said anything negative, and just wanted to have a positive impact on everybody around him.
He is in a very rough spot now. He is in a family of 12 including himself, his parents, 2 pets and his siblings. They share 2 cars in which they live in currently but have found a chance to stay at a hotel for the time being. D'Ante has no access to permanent wifi or a laptop and has to take care of his siblings so he has no time to pursue an active education while both his parents are working minimum wage jobs trying to make ends meet. 
D'Ante does not deserve this, he deserves a second chance in life as does everyone. Someone of his positive energy does NOT need to suffer like this.
Any money would be appreciated just so he can afford maybe a laptop or some food. All funds will go to him personally and I will continue my own personal efforts into helping him get a higher education so he can start living a good and healthy life.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Dear Brethren and Friends,
This request is from Horst & Jeanette Adler, in Mesa, AZ.
My wife and I are posting this GoFundMe request on behalf of a family friend for the last 7 years. Her name is Angela, mother of 6 children, who was abandoned by a delinquent father 9 years ago, who has never paid any child support.
Angela is a medical transcriptionist, which duties she performed from her home, while home schooling two of her children.
We go to the same church.
We first noticed the severe financial needs of this family a long time ago, when we saw Angela returning from a Wal Mart shopping trip, pulling the groceries and her smallest child in a little red wagon with the other children walking beside their mom. The round trip to the store is 6 miles. They had been doing this for four years, - summer and winter.
Angela had no transportation, nor did she have a driver's license!!!
This literally broke my wife's and my heart with compassion for this family's needs.
I was reminded of James 2:15-16
""If a brother or sister be naked, and destitute of daily food, [16] And one of you say unto them, Depart in peace, be ye warmed and filled; notwithstanding ye give them not those things which are needful to the body; what doth it profit?""
By God's grace she now has a driver's license and a 21 year old Chevy Blazer with 180,00 miles on it.
We have attempted to assist this family in numerous ways since we got to know them.
Currently, her work load from the medical transcription clients has diminished and Angela is looking for additional part time work at some of the local fast food places to try to make ends meet. However, she is behind in her house payments, and if she cannot meet those financial requirements she may lose her home on which she has made monthly payments for the past 21 years.
Jeanette and I can vouch for the integrity of the financial management practices in this household and the manner in which Angela is raising her children. 
If you could help this family via this GoFundMe program it would go a long way in helping this current real financial crisis.
May the God of Heaven move in hearts to show compassion toward this real need.
Thank you in advance.
James 1:17
""Every good gift and every perfect gift is from above, and cometh down from the Father of lights, with whom is no variableness, neither shadow of turning.""",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi my name is Chrissy. I was VERY hesitate doing this but I am in a very tough situation. A few months ago I was in the hospital with diabetes complications and had a very bad infection in my foot. They are first talking about amputation of my toe but thank God they didn't.
Well anyways from being in the hospital I lost my job. And it put me behind with my rent and bills. Now I do have a job, but can't seem to get caught up. I'm afraid of eviction if I don't get caught up. That's why I created all of this.
Any help would be greatly appreciated. May God bless you all",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi, as many of you know my names Aaron and I’m seeking help in order to play catch-up with a lot of expenses/living bills in my life. Something I don’t speak about often is I deal with a sever generalized anxiety disorder which has left me out of work for over two months now, yes on paid leave but still haven’t been retroacted since being out which has made the bills pile up and I’m the sole income within my household. All I know is work and provide, work and provide but I’m at hard road right now. It’s very very hard for me to even write this or ask anything of anyone else but times are truly hard and I’m desperate, I would be grateful for anything. I’m very good at smiling and keeping my head up even during tough times nor am I ever a person to share my personal issues, especially online. As I mentioned I’m forever grateful to anyone who helps or even shares this. Thank you all",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello, setting up this gofundme for our dear sister Ify. She narrowly escaped the jaws of death and has to remain here in the states for treatment. This is just to help her with her rent. Any amount is greatly appreciated,  even a dollar will go a long way. Thank you so much.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Update from Amber: 
I’m no longer in the hospital but I have a long road ahead of me which will not allow me to work for at least a couple months!! I will have to travel back and forth to appointments for wound vac changes because I can not get home health. Bills are still adding up and of course now Christmas is coming. I’m desperately seeking any type of help!! If you don’t wish to use GoFundMe, I have Venmo and Cashapp both using the name anwisdom4
All prayers are accepted for speedy fast recovery and greatly appreciated. If you want to help in ANY other way please don’t hesitate to reach out to me please and thank you so much!!",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello, I am Denice Knight (Spieth), I am the youngest child of John (Jack) Spieth. Late September My Dad was diagnosed with Covid Pneumonia. With how weak his body was and barely able to get around his own, let alone cook meals, shower etc, I took an FMLA for almost 1 month, which took all my time I had available from my place of employment. Fast forwarding ahead, 2.5 weeks later. My dad is now currently fighting for his life at Borgess Hospital in Kalamazoo Michigan. I am missing a lot of time off work, driving 1.5 hours each way to be with him, let alone food, wear and tear on my vehicle. I want to be with my dad until he gets better or passes on. Whatever God says what will happen will happen. In the meantime, bills are piling in, my car needs some minor repairs too it as well as some maintenance. I'm just asking for some help with gas, monthly bills, food, cost of living in general so I can stay with my dad. Thank you so much. My dad's journey is below and will update when I can. God bless you all & please pray for my Dad.
11/1/22 9:30pm update: Today has been very emotional. Dad had a procedure done this afternoon which showed two blockages in his bowels. (Which were twisted). They managed to take out one kink and remove it as it was dead. The other they decided to leave for now to see if it can be saved but more or less, they had to end the procedure due to the stress and strain on Dad's heart. Which is now running at 20%. He is under a ventilator and comfortable. Tomorrow, is another risky operation and we are all praying hard and hoping dad will pull through on this. In fact, he will! Positive praying goes a long way and myself, our family and most importantly dad thanks each and every one of you for them. He knows he has a huge support system and is well loved. I would like to say thank you to my cousin Bart, Aunt Sandy and uncle Rich making the long drive from Ohio to see dad tonight. Also, would like to that my aunt Sarah for riding with me, and also my son Shane Spieth and Sam Henry who also made the long drive to come see his grandpa. Dad is in the best hands at Borgess and he's receiving phenomenal care. When we left tonight, I gave dad a kiss and hug, aunt Sarah did and so did Shane and he acknowledged all of us, that was so relieving to see he knew we were there. Please continue to pray for my Dad, and our family as we battle this difficult time in our lives. Thank you. Will update more tomorrow.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi! My name is Johnny. Commissioner of the FFB league. 
Our weekly punishment for low score is to cover a $200 bar tab at Barney’s Beanery! 
I am hoping we can get enough donations to cover the entirety of the next tab for our dear Millionaire TV star friend and owner of the Tatriots! 
Every dollar counts. God bless!",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello everyone,my name is Marshall.i not very good at things like this. But I've ran into a financial snag. Finding work has been a little difficult but I remain optimistic. However, bills are piling up simply due to my mother 's passing. I've had everything under control for awhile.But, my funds are depleting . So I'm doing the most difficult thing I ever had to do in my life... Ask for help if everyone reads this and decides to help please do not look at it as a handout it's a hand up. I promise to take it from here and I will appreciate it all.This is what I call a HICCUP. Any way, thank you for your time and hopefully support. Blessings to you all.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"I'm raising money for my friend, Billy. I've known Billy since we were in the Big Brother / Big Sister program in the mid '90s in Duluth when I was in college. He has a daughter, and is in a bit of a rough patch and could use some help paying rent to avoid being evicted. Any amount is appreciated!
If you'd prefer to avoid the GoFundMe fees, just reach out directly and I can give Zelle or Venmo details. 
Thanks!
~Dan",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
We are needing help to raise donations for A single mom with two kids. She is currently facing financial challenges due to her recent change of job. We are tying to complete this goal as soon as possible so we can give her this amazing blessing that she needs! Anything helps and we would greatly appreciate it! Thank you and God bless.,English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi everyone, I’m Aimee. Thank you so incredibly much for taking the time to read this! This is not easy for me.. and quite embarrassing… I have a hard time opening up to people about my struggles but I don’t know what else to do. The pandemic had not been nice to hairdressers with salons being closed for months, and when I was able to work, Karsten, the previous owner of the salon, took all of my money saying he needed it to pay rent and bills… and none of that money went to rent or bills. I was blindsided when I found out that he had not paid rent to the salon for 2 years and he only paid minimal on utilities to keep them on for the time being. He convinced me that things would get better and I let my own personal rent and utilities fall behind. Then he took off with everything from the salon that he could fit in his shiny new car, he turned off the water and power New Years weekend and abandoned me.I’m thankful the salon did not go under but business has not been the same. I’ll do anything I possibly can to try to make ends meet…I pet sit, baby sit, sell plants online (and recently selling my own valuables). But I am drowning in back rent and being harassed by my landlord. His constant calls and texts and him pounding on my door has become too much. It just seems impossible to catch up and I’m scared that I’m going to become homeless, as has happened to so many people.I don’t do drugs, I’m not an alcoholic, and I try to be the best person I can be.  I don’t have any family in California; I’m struggling really bad and falling into a deep depression. I don’t know what else to do but ask for help. Thank you so much for taking your time to read this, and if you do choose to donate to help my situation I can’t even express in words how incredibly appreciative I am. If you can’t I completely understand! And to everyone… I hate asking and I’m so so sorry!",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"As many of you already know, Kay Shrode has been confined to a wheelchair or bed for the past three years. She is totally paralyzed and requires a caretaker...either hired or her husband. She has had a very good caretaker...""Sissy""...for the past year who normally works with her 5 days a week for about 5 hours a day. They have created a close bond and a good routine. 
There is an immediate and regretful need on the part of Sissy and we ask for your assistance. This past month things have become extremely difficult for her. First of all, the place where she lived became an issue. The landlord kept going up on her rent to the point where she could not afford to live there any longer. So, she began looking for another place to live. She was always on time with her rent. When the landlord became aware that she was looking, it was demanded that Sissy move immediately. The problem was that any other place to rent required a month's rent plus an equal amount or more as a deposit. Here-in lies part of the problem. Her finances are not sufficient to provide that deposit. In addition, the landlord went to court and started eviction proceedings and Sissy was forced to move out in 3 days. She was forced to move her furniture and other assets to a storage facility and is now living in her car with two small pups. All of this is compounded by the fact that her car is in very serious disrepair, to the point of being dangerous to drive, which of course she can not afford to have fixed. She also has a dad that recently lost his leg due to diabetes and often needs her attention.
We do not want to loose her as a caretaker and house keeper and hope your assistance will help.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi everyone, Phil a long time dedicated driver of mine was the truck involved in the Charlotte accident Thursday morning. He is going to be down a good while and believes his truck driving days are over. I am so thankful he survived. Phil gets his grandchildren every other weekend and I know this is a hard hit financially around the holidays. I was hoping to raise enough to help with Christmas. Any little bit will help. Thank you!",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hello Everyone, it’s time I asked for some help. I’m trying to bounce back after a long stretch of difficulty, back to work full time but facing a backlog of bills now going past due. The funds raised would go towards mortgage payments and monthly expenses so that I can get on top of the situation and keep my home of 20some years. My undying gratitude to any contribution anyone can make.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hey Y’all. I wanted to start another Gofundme. My mom keeps having financial issues after issues. After the new franchise owners took over my moms job, her hours keep getting cut, and as you all may know she just moved into her new apartment. On top of her hours getting cut back, inflation keeps rising. She was going and donating plasma, which was a sufficient amount to help cover the lost wages. Now she’s unable to donate. it’s not good for her, health wise. I know we all have our own issues and it is the week before rent or mortgages are due. Even if it’s a little amount, anything to help. It literally breaks my heart knowing she is struggling so bad, which in return effects someone’s mental health. Sometimes i feel guilty for moving, because I used to be able to help her whenever she needed it. Like i said, anything helps at all. she doesn’t know about this, so PLEASE keep this hush hush.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi, my name is Doug. I'm generally the one that brings home the money but the past few months have been a little rough health wise and it's made working difficult. I don't exactly know what's going on. I initially started seeing one doctor about it but all the medicines made me worse and I've been to the ER a couple of times. Whatever is going on with me it's made it to where i eat less then a meal a day and no more than a cup of water. I'm switching doctors and hoping to get answers. Any little bit will help. Thank you for your time and hearing me out.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi, my name is Shannon I am Chelsea Devore's aunt.  Recently Chelsea and her infant son Colson's life were turned upside down by the untimely death of Colson's father and Chelsea's fiance, Justin Smith. Justin helped provide income to pay rent and other bills, and now Chelsea is left to figure things out independently. This Go Fund Me is to help raise money to allow Chelsea and Colson to move forward, pay bills, maintain housing etc. 
Many have asked me if they could provide a meal or help in some way, and during this tragedy, I felt the best way to help her and Colson was through financial means. 
Thank you all for helping a twenty-year-old mom who's moving forward to raising her son as a single parent.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"2 weeks ago, Dee fell and broke her hip, requiring a total hip replacement!!!  This is an intense procedure that will leave Dee unable to work for at least a few months.  Dee has been a lifelong bartender and we want her to be able to get the rest she needs.  We are hoping to raise $5,000.00 to assist Dee with her bills, groceries and medical needs.  Thank you in advance for helping out part of our Cozy family.",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"Hi, my name is Maria Manalis, i am a friend of Antonia Zervas. Most of you know her as Toni.
Toni was eagerly awaiting the arrival of her twin boys in January 2023; due to medical complications; her boys were delivered very early. They are currently in the NICU at Hackensack Hospital. As most of you know, Toni has a toddler as well. This has been a very tough time for her, between taking care of her family at home and going to the NICU to see the babies every day. She has not been able to go back to work, and due to the timing, disability and family leave will take some time to kick in. Everything donated will go towards her food, rent, and everyday expenses.
We are all praying that both boys make it home very soon!! At this time, all we can do is pray that they get stronger and healthier each and every day.
Currently Toni does not want to post pictures of the babies just yet, if anyone has any questions feel free to reach out to her directly! Please send postive prayers towards her family!",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
"As some of you may have heard, Roni, our front desk coordinator at KOP,  was in a terrible car/bicycle accident last week. She suffered a broken ankle/foot and will require two surgeries. She will have a lengthy recovery which will cause her to be out of work for some time. 
In my previous email, I provided my Venmo/Zelle account; however, due to an abundance of support, we feel a gofundme would be more appropriate.
Anything helps and is greatly appreciated!",English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
Hi my name is Latasha and I’m fundraising for my nonverbal autistic son Iirell. He went missing last week and was struck by an distracted driver. He has many injuries and a long road to recovery and life time damage now. I am fundraising for monthly bills and rent for loss wages do to being at the hospital with my son. Anything will help us. Thanks you.,English,financial_emergency,3,medium,EXISTING_AUDITED_DATASET,MDCC_HUMAN_WRITTEN
