id,district,ds_division,gn_division,address,disaster_type,affected_families,affected_people
232,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Arsalena Janapadaya, Kalaweldeniya, Ginigathhena",Landslide,2.0,11.0
233,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Homagama, Kalaweldeniya, Ginigathhena",Landslide,2.0,13.0
234,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Arsalena Janapadaya, Kalaweldeniya, Ginigathhena",Landslide,1.0,7.0
235,Nuwaraeliya,Ambagamuwa,314 E Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,6.0,37.0
236,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Abathalawa, Ginigathhena",Landslide,1.0,6.0
237,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"2 Kanuwa, Atlas",Landslide,1.0,4.0
238,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Abathalawa, Ginigathhena",Landslide,1.0,6.0
239,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Ellauda Village, Upper part, Sadaham Sisila Temple",Landslide,1.0,7.0
240,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Ambathalawa, Ginigathhena",Landslide,1.0,6.0
241,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Dehigasthenna, Galayatawatta",Landslide,1.0,5.0
242,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Mallika Janapada, Abathalawa",Landslide,1.0,4.0
243,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Godagedara, Abathalawa",Landslide,1.0,5.0
244,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Godagedara, Abathalawa",Landslide,1.0,8.0
245,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Horakada, Abathalawa",Landslide,1.0,6.0
246,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Badullawatta, Habbakanda",Landslide,1.0,7.0
247,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Habbakanda, Ginigathhena",Landslide,1.0,8.0
248,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Wagurawatta, Ginigathhena",Landslide,2.0,9.0
249,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Alagala, Ginigathhena",Landslide,1.0,5.0
250,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"148/1 Alagala, Ginigathhena",Landslide,1.0,4.0
251,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Thiniyagala, Ginigathhena",Landslide,2.0,11.0
252,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Nawalapitiya Road, Ginigathhena",Landslide,1.0,5.0
253,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Peragahamula, Ginigathhena",Landslide,1.0,4.0
254,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Kadurusima, Peragahamula",Landslide,2.0,11.0
255,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Peragahamula, Ginigathhena",Landslide,1.0,6.0
256,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Pawalamale, Ginigathhena",Landslide,1.0,7.0
257,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,Ginigathhena,Landslide,2.0,12.0
258,Nuwaraeliya,Ambagamuwa,315 Thiniyagala, ,,,
259,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,,,,
260,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,,,,
