id,district,ds_division,gn_division,address,disaster_type,affected_families,affected_people
244,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Godagedara, Abathalawa",Landslide,1,8
245,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Horakada, Abathalawa",Landslide,1,6
246,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Badullawatta, Habbakanda",Landslide,1,7
247,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Habbakanda, Ginigathhena",Landslide,1,8
248,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Wagurawatta, Ginigathhena",Landslide,2,9
249,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Alagala, Ginigathhena",Landslide,1,5
250,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"148/1 Alagala, Ginigathhena",Landslide,1,4
251,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Thiniyagala, Ginigathhena",Landslide,2,11
252,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Nawalapitiya Road, Ginigathhena",Landslide,1,5
253,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Peragahamula, Ginigathhena",Landslide,1,4
254,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Kadurusima, Peragahamula",Landslide,2,11
255,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Peragahamula, Ginigathhena",Landslide,1,6
256,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Pawalamale, Ginigathhena",Landslide,1,7
257,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,Ginigathhena,Landslide,2,12
258,Nuwaraeliya,Ambagamuwa,315 Thiniyagala, ,,,
259,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,,,,
260,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,,,,
