id,district,ds_division,gn_division,address,disaster_type,affected_families,affected_people,lat,lng,geocode_precision,label,jittered
166,Nuwaraeliya,Ambagamuwa,Rampadeniya,"No 01, Keniworth watta, Ginigathhena",Landslide,6.0,68.0,7.012349486571052,80.48572873255793,ds_division,1,True
167,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,1.0,4.0,6.9764711,80.4506492,gn_division,1,False
168,Nuwaraeliya,Ambagamuwa,Habbakanda,"Horakada, Ginigathhena",Landslide,1.0,5.0,7.026803078867364,80.48466286736748,ds_division,1,True
169,Nuwaraeliya,Ambagamuwa,Gonawala,"Gonawala, Ginigathhena",Landslide,1.0,6.0,7.0231931589854675,80.48058634873743,ds_division,1,True
170,Nuwaraeliya,Ambagamuwa,Morahenagama,"Morahenagama, Pitawala",Landslide,1.0,5.0,7.025687893400877,80.5093526644251,ds_division,1,True
171,Nuwaraeliya,Ambagamuwa,Waggama,"Waggama, Morahenagama, Hatton",Landslide,1.0,4.0,7.026126672607628,80.4871677438064,ds_division,1,True
172,Nuwaraeliya,Ambagamuwa,Lakshapana,"Lakshapana, Nortonbridge",Landslide,1.0,3.0,6.9003514,80.4978097,gn_division,1,False
173,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"77, Kadusirigama, Abathalawa, Ginigathhena",Landslide,1.0,7.0,7.013222247560671,80.49159081967363,ds_division,1,True
174,Nuwaraeliya,Ambagamuwa,Millagamula,"Sadasirigama, Millagamula, Pitawala",Landslide,1.0,6.0,7.023923834155712,80.47951954138298,ds_division,1,True
175,Nuwaraeliya,Ambagamuwa,Sellipigama,"Agaraoya, Abagamuwa, Udubulathgama",Landslide,1.0,5.0,7.022740663464861,80.49003862520065,ds_division,1,True
176,Nuwaraeliya,Ambagamuwa,Homagama,"Homagama, Kalaweldeniya",Landslide,1.0,5.0,7.015586782696929,80.50027806771179,ds_division,1,True
177,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,2.0,10.0,7.019953325437121,80.49393364241858,ds_division,1,True
178,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Pitawala",Landslide,1.0,1.0,6.9764711,80.4506492,gn_division,1,False
179,Nuwaraeliya,Ambagamuwa,Widulipura South,"Babaragala, Norton Bridge",Landslide,3.0,19.0,7.018927522793445,80.49348120334041,ds_division,1,True
180,Nuwaraeliya,Ambagamuwa,Koththallena,"Aluoya Janapadaya, Widulipura",Landslide,1.0,3.0,6.909833,80.485003,gn_division,1,False
181,Nuwaraeliya,Ambagamuwa,Kiriwaneliya,"3 Kanuwa, Lakshapana",Landslide,1.0,5.0,6.9154445,80.5053843,gn_division,1,False
182,Nuwaraeliya,Ambagamuwa,Lakshapana,"Weralugasthenna, Lakshapana",Landslide,1.0,4.0,6.9003514,80.4978097,gn_division,1,False
183,Nuwaraeliya,Ambagamuwa,Minuwandeniya,"Gowalwatta, Htigegama, Hatton",Landslide,1.0,4.0,7.003306948919253,80.50075242070102,ds_division,1,True
184,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa Village, Abagamuwa, Udupulathgama",Landslide,1.0,5.0,7.025107288905172,80.4792138171202,ds_division,1,True
185,Nuwaraeliya,Ambagamuwa,Gonawala,"257/1, Kotahela Janapadaya, Ginigathhena",Landslide,1.0,6.0,7.026902014466383,80.48332722137086,ds_division,1,True
186,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,1.0,4.0,7.0262258927907295,80.49334959543364,ds_division,1,True
187,Nuwaraeliya,Ambagamuwa,Hitigegama,"Galapalhena, Hagarapitiya, Hatton",Landslide,1.0,4.0,7.015749096130906,80.49281312079552,ds_division,1,True
188,Nuwaraeliya,Ambagamuwa,Rampadeniya,"Hathlaga, Warakagahamula",Landslide,1.0,6.0,7.0164167822921355,80.49443386611122,ds_division,1,True
189,Nuwaraeliya,Ambagamuwa,Widulipura south,"Babaragala, Norton Bridge",Landslide,1.0,4.0,7.01965055083247,80.49749874035429,ds_division,1,True
190,Nuwaraeliya,Ambagamuwa,Millagahamula,"Kadusirigama, Dillagahamula",Landslide,1.0,5.0,7.026083983913644,80.49984466063225,ds_division,1,True
191,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,1.0,4.0,6.9703898,80.4836719,address,1,False
192,Nuwaraeliya,Ambagamuwa,Waggama,"Mawussawatta, Lakshapana",Landslide,1.0,5.0,7.012128973746364,80.50408164017678,ds_division,1,True
193,Nuwaraeliya,Ambagamuwa,Watawala,"Samanpura Janapadaya, Watawala",Landslide,1.0,5.0,6.9447494,80.5393499,gn_division,1,False
194,Nuwaraeliya,Ambagamuwa,Watawala,"Templestore Janapadaya, Watawala",Landslide,2.0,15.0,6.9447494,80.5393499,gn_division,1,False
195,Nuwaraeliya,Ambagamuwa,Sellipigama,"D 23 Abagamuwa, Udubulathgama",Landslide,1.0,7.0,7.030002713196301,80.48881778520123,ds_division,1,True
196,Nuwaraeliya,Ambagamuwa,Sellipigama,"Nagolla, Agaraoya, Abagamuwa",Landslide,1.0,5.0,7.0166254274523725,80.49757920164373,ds_division,1,True
197,Nuwaraeliya,Ambagamuwa,Sellipigama,"Agaraoya, Abagamuwa, Udubulathgama",Landslide,1.0,4.0,7.001779392532086,80.4909835324038,ds_division,1,True
198,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Abagamuwa, Udubulathgama",Landslide,1.0,6.0,7.014996461374919,80.48020898496833,ds_division,1,True
199,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,1.0,5.0,7.012323735075419,80.50063137707332,ds_division,1,True
200,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Ambagamuwa, Udubulathgama",Landslide,1.0,4.0,7.029713612065405,80.49106676183908,ds_division,1,True
201,Nuwaraeliya,Ambagamuwa,Sellipigama,"New St Clive Janapadaya, Abagamuwa, Udubulathgama",Landslide,1.0,5.0,7.026215283225466,80.49124468958671,ds_division,1,True
202,Nuwaraeliya,Ambagamuwa,Ambagamuwa South,"Bagathuluwa, Ginigathhena",Landslide,1.0,5.0,7.018814415202711,80.49752244251088,ds_division,1,True
203,Nuwaraeliya,Ambagamuwa,Kalaweldeniya,"Aberdine 2, Widulipura",Landslide,1.0,4.0,6.949261,80.4953134,gn_division,1,False
204,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Dewalagama, Pallewatta, Pitawala",Landslide,1.0,5.0,6.9767266,80.478909,gn_division,1,False
205,Nuwaraeliya,Ambagamuwa,Ambagamuwa East,"Wewalthalawa, Abagamuwa",Landslide,1.0,5.0,7.012451436334915,80.49313711651413,ds_division,1,True
206,Nuwaraeliya,Ambagamuwa,Ambagamuwa North,"Coolborn Road, Abagamuwa, Udubulathgama",Landslide,1.0,4.0,7.014573205681321,80.50608636264649,ds_division,1,True
207,Nuwaraeliya,Ambagamuwa,Kalugala,"Yatiberiya, Pitawla",Landslide,1.0,6.0,6.9866191,80.4454418,gn_division,1,False
208,Nuwaraeliya,Ambagamuwa,Kalugala,"Pitawala, Nawalapitiya",Landslide,1.0,6.0,6.9866191,80.4454418,gn_division,1,False
209,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Kaluduriyapaluwa, Pallewatta, Pitawala",Landslide,1.0,5.0,6.9767266,80.478909,gn_division,1,False
210,Nuwaraeliya,Ambagamuwa,Kalugala,"Kalugala, Pitawala, Nawalapitiya",Landslide,1.0,7.0,6.9866191,80.4454418,gn_division,1,False
211,Nuwaraeliya,Ambagamuwa,Habbakanda,"Habbakanda, Ginigathhena",Landslide,1.0,6.0,7.018808079947878,80.4932804643696,ds_division,1,True
212,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Gadumawatta, Koththalhena, Hatton",Landslide,1.0,5.0,7.02089987893235,80.49350941769985,ds_division,1,True
213,Nuwaraeliya,Ambagamuwa,Dehigasthenna,"New house, Abathalawa, Ginigathhena",Landslide,1.0,7.0,7.018224295848583,80.49249482838609,ds_division,1,True
214,Nuwaraeliya,Ambagamuwa,Widulipura South,"Hatton Road, Nortonbridge",Landslide,1.0,5.0,7.018130651669515,80.49301295452818,ds_division,1,True
215,Nuwaraeliya,Ambagamuwa,Waggama,"Haddala, Morahenagama",Landslide,1.0,5.0,7.033478816517682,80.49796148366485,ds_division,1,True
216,Nuwaraeliya,Ambagamuwa,Ginigathhena,"Kadawawatta, Watawala",Landslide,2.0,15.0,6.9890908,80.4941848,gn_division,1,False
217,Nuwaraeliya,Ambagamuwa,Watawala,"Agarawatta, Watawala",Landslide,1.0,7.0,6.9447494,80.5393499,gn_division,1,False
218,Nuwaraeliya,Ambagamuwa,Jambuthenna,"Muruthathenna, Koththallena, Hatton",Landslide,1.0,6.0,7.016594681699168,80.50559328633607,ds_division,1,True
219,Nuwaraeliya,Ambagamuwa,Dagampitiya,"Nilawatta, Pallewatta, Pitawala",Landslide,1.0,6.0,6.9767266,80.478909,gn_division,1,False
220,Nuwaraeliya,Ambagamuwa,Watawala,"101 Janapadaya, Watawala",Landslide,1.0,5.0,6.9447494,80.5393499,gn_division,1,False
221,Nuwaraeliya,Ambagamuwa,Widulipura North,"Taplo Janapadaya, Widulipura, North",Landslide,1.0,9.0,7.026027754144627,80.48833398870309,ds_division,1,True
222,Nuwaraeliya,Ambagamuwa,Polpitiya,"Polpitiya, Hatton",Landslide,1.0,6.0,6.9764711,80.4506492,gn_division,1,False
223,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Bagathuluwa, Ginigathhena",Landslide,5.0,30.0,7.018979928162115,80.49479766931246,ds_division,1,True
224,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Mandaladeniya, Abagamuwa",Landslide,2.0,14.0,7.024298118191841,80.50007378172278,ds_division,1,True
225,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Ambagamuwa, Market Street",Landslide,4.0,26.0,7.010352103297735,80.49359460503369,ds_division,1,True
226,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Abagawwa, Udubulathgama",Landslide,1.0,5.0,7.02197247872798,80.49274228952697,ds_division,1,True
227,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Mandaladeniya, Abagamuwa",Landslide,2.0,11.0,7.019254455870222,80.50089176008322,ds_division,1,True
228,Nuwaraeliya,Ambagamuwa,314 Ambagamuwa South,"Ambagamuwa Village, Abagamuwa, Udupulathgama",Landslide,1.0,8.0,7.015490017426167,80.48663958311757,ds_division,1,True
229,Nuwaraeliya,Ambagamuwa,314 A Ambagamuwa East,"Panvilagodella, Abagamuwa, Udubulathgama",Landslide,1.0,7.0,7.019673808516906,80.48187500029805,ds_division,1,True
230,Nuwaraeliya,Ambagamuwa,314 B Abagamuwa North,"Ambagamuwa, Udubulathgama",Landslide,12.0,73.0,7.01975235837621,80.50452016724148,ds_division,1,True
231,Nuwaraeliya,Ambagamuwa,314 C Sellipigama,Sellipigama,Landslide,1.0,9.0,7.018753022523117,80.4922106397796,ds_division,1,True
232,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Arsalena Janapadaya, Kalaweldeniya, Ginigathhena",Landslide,2.0,11.0,7.014312841657765,80.49804728979468,ds_division,1,True
233,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Homagama, Kalaweldeniya, Ginigathhena",Landslide,2.0,13.0,7.011264832664488,80.48463111949712,ds_division,1,True
234,Nuwaraeliya,Ambagamuwa,314 D Homagama,"Arsalena Janapadaya, Kalaweldeniya, Ginigathhena",Landslide,1.0,7.0,7.012806701556003,80.48623000260781,ds_division,1,True
235,Nuwaraeliya,Ambagamuwa,314 E Kalaweldeniya,"Kalaweldeniya, Ginigathhena",Landslide,6.0,37.0,6.9703898,80.4836719,address,1,False
236,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Abathalawa, Ginigathhena",Landslide,1.0,6.0,7.003820373586686,80.48955972018727,ds_division,1,True
237,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"2 Kanuwa, Atlas",Landslide,1.0,4.0,7.028873587482729,80.49945117091596,ds_division,1,True
238,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Abathalawa, Ginigathhena",Landslide,1.0,6.0,7.020363621174927,80.49048225845026,ds_division,1,True
239,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Ellauda Village, Upper part, Sadaham Sisila Temple",Landslide,1.0,7.0,7.0183173854238685,80.49418189523215,ds_division,1,True
240,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Ambathalawa, Ginigathhena",Landslide,1.0,6.0,7.023359871558425,80.50377243697126,ds_division,1,True
241,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Dehigasthenna, Galayatawatta",Landslide,1.0,5.0,7.019326489978638,80.49314736044666,ds_division,1,True
242,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Mallika Janapada, Abathalawa",Landslide,1.0,4.0,7.009984798087016,80.48727702077183,ds_division,1,True
243,Nuwaraeliya,Ambagamuwa,314 F Dehigasthenna,"Godagedara, Abathalawa",Landslide,1.0,5.0,7.011417505872842,80.47769393092564,ds_division,1,True
244,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Godagedara, Abathalawa",Landslide,1.0,8.0,7.029177037784306,80.49411228248432,ds_division,1,True
245,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Horakada, Abathalawa",Landslide,1.0,6.0,7.01189052731355,80.49249047386803,ds_division,1,True
246,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Badullawatta, Habbakanda",Landslide,1.0,7.0,7.02056992708246,80.50457657684055,ds_division,1,True
247,Nuwaraeliya,Ambagamuwa,314 G Habbakanda,"Habbakanda, Ginigathhena",Landslide,1.0,8.0,7.013810829714529,80.48644644788719,ds_division,1,True
248,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Wagurawatta, Ginigathhena",Landslide,2.0,9.0,7.023362384699847,80.50183299344808,ds_division,1,True
249,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Alagala, Ginigathhena",Landslide,1.0,5.0,7.012712818591842,80.47709741076447,ds_division,1,True
250,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"148/1 Alagala, Ginigathhena",Landslide,1.0,4.0,7.0135961724437506,80.49760315209735,ds_division,1,True
251,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Thiniyagala, Ginigathhena",Landslide,2.0,11.0,7.034832585357485,80.48626984116308,ds_division,1,True
252,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Nawalapitiya Road, Ginigathhena",Landslide,1.0,5.0,7.029456969500029,80.50552468073627,ds_division,1,True
253,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Peragahamula, Ginigathhena",Landslide,1.0,4.0,7.0169542130358575,80.49601365552725,ds_division,1,True
254,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Kadurusima, Peragahamula",Landslide,2.0,11.0,7.019809737307003,80.49384901969405,ds_division,1,True
255,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Peragahamula, Ginigathhena",Landslide,1.0,6.0,7.020480717385116,80.49219167404821,ds_division,1,True
256,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,"Pawalamale, Ginigathhena",Landslide,1.0,7.0,7.019099945331129,80.49279495223617,ds_division,1,True
257,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,Ginigathhena,Landslide,2.0,12.0,7.018779523831814,80.49473778961732,ds_division,1,True
258,Nuwaraeliya,Ambagamuwa,315 Thiniyagala, ,,,,7.012269244395016,80.48255694908335,ds_division,1,True
259,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,,,,,7.019390199239058,80.49184660931165,ds_division,1,True
260,Nuwaraeliya,Ambagamuwa,315 Thiniyagala,,,,,7.013459328506143,80.49105699601748,ds_division,1,True
